id_aluno,evasao,sexo,idade,etapa_ensino,renda_familiar,nivel_socioeconomico,frequencia_escolar,notas_medias,repetente,trabalha,trabalho_domestico_excessivo,problemas_de_saude,violencia_domestica,gravidez_na_adolescencia,apoio_familiar,comportamento_em_sala,aceitacao_pelos_pares,necessita_assistencia_social,expectativa_retorno,fator_desencadeador_presente,distancia_da_escola_km,violencia_na_comunidade,engajamento_com_a_escola,infraestrutura_escolar,disponibilidade_material_didatico,flexibilidade_pedagogica,qualidade_pedagogica_percebida,pontuacao_risco,evasao_confirmada
132,False,Feminino,22,5º ano,403.54,N1,78.4,5.6,False,False,False,False,False,False,Alto,Ruim,Alta,True,Baixa,False,1.4,False,Alto,Boa,Completa,Média,Boa,0.28958210712183635,False
133,True,Feminino,13,8º ano,333.04,N6,83.3,4.3,False,False,False,False,False,False,Alto,Bom,Baixa,False,Alta,False,0.4,True,Moderado,Boa,Completa,Alta,Regular,0.32533843437316073,False
134,False,Masculino,12,1ª série EM,555.38,N1,61.4,5.6,False,False,False,False,False,False,Médio,Regular,Alta,True,Baixa,True,3.7,True,Moderado,Regular,Completa,Média,Regular,0.36462625073572696,False
135,True,Masculino,17,3ª série EM,1121.6,N1,95.4,5.0,True,True,False,False,False,False,Alto,Bom,Baixa,True,Alta,True,1.4,True,Moderado,Regular,Completa,Alta,Regular,0.5353148911124191,True
136,True,Masculino,18,6º ano,593.55,N7,79.6,4.4,False,False,False,False,True,False,Médio,Bom,Alta,True,Média,False,3.3,False,Alto,Ruim,Completa,Média,Boa,0.6315479693937611,True
137,False,Feminino,17,9º ano,682.93,N6,93.5,6.8,False,False,False,False,False,True,Alto,Ruim,Média,False,Baixa,False,1.4,False,Alto,Boa,Completa,Média,Regular,0.1699529134785168,True
138,False,Feminino,10,8º ano,275.13,N2,87.2,6.5,False,False,False,False,False,False,Baixo,Regular,Alta,False,Alta,False,1.6,False,Baixo,Regular,Parcial,Baixa,Regular,0.21100647439670392,False
139,True,Feminino,11,1ª série EM,1992.07,N6,67.3,6.8,False,True,False,False,False,True,Médio,Ruim,Alta,False,Alta,False,1.8,False,Baixo,Boa,Parcial,Alta,Regular,0.4327545615067687,False
140,False,Masculino,20,1ª série EM,382.48,N2,69.0,6.7,False,False,False,False,False,False,Baixo,Bom,Média,True,Média,False,2.2,False,Alto,Regular,Completa,Alta,Ruim,0.2825191288993526,False
141,True,Feminino,22,8º ano,656.56,N1,51.0,5.6,False,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,2.1,True,Alto,Regular,Parcial,Baixa,Regular,0.41053560918187176,True
142,False,Feminino,16,3ª série EM,1105.19,N1,79.0,7.1,False,True,False,False,False,False,Alto,Regular,Média,False,Média,False,2.3,False,Baixo,Regular,Completa,Média,Regular,0.36786344908769864,False
143,False,Masculino,22,8º ano,1069.23,N4,88.4,6.5,False,False,False,False,False,True,Médio,Bom,Média,True,Alta,False,2.5,False,Baixo,Boa,Parcial,Média,Boa,0.20570924072984106,False
144,False,Feminino,19,6º ano,237.88,N6,99.8,7.4,True,False,False,False,False,False,Médio,Bom,Alta,False,Alta,False,1.8,False,Alto,Regular,Completa,Baixa,Boa,0.2628016480282519,False
145,True,Feminino,12,8º ano,1249.03,N1,71.3,7.4,True,False,False,False,False,False,Alto,Bom,Baixa,False,Média,False,4.3,False,Alto,Regular,Completa,Média,Boa,0.3886109476162449,False
146,True,Outro,11,6º ano,999.81,N1,60.3,5.8,False,False,False,False,False,False,Médio,Regular,Alta,True,Baixa,False,0.8,False,Moderado,Regular,Completa,Média,Boa,0.3606533254855797,False
147,True,Outro,11,2ª série EM,595.7,N2,58.4,8.0,False,True,False,False,False,False,Alto,Bom,Alta,False,Alta,False,1.5,False,Moderado,Boa,Parcial,Alta,Boa,0.4190700412007064,False
148,True,Masculino,22,3ª série EM,896.56,N4,96.4,6.2,False,False,False,True,False,False,Baixo,Ruim,Média,False,Alta,False,2.3,False,Moderado,Regular,Parcial,Média,Boa,0.1836374337845791,False
149,False,Outro,16,9º ano,803.31,N1,87.4,3.8,False,False,False,False,False,False,Médio,Ruim,Média,False,Alta,False,1.7,False,Moderado,Boa,Insuficiente,Média,Ruim,0.3293113596233078,False
150,True,Feminino,10,6º ano,796.34,N1,89.7,8.7,False,False,False,False,False,False,Médio,Bom,Baixa,False,Baixa,True,0.9,False,Alto,Regular,Parcial,Baixa,Regular,0.10285462036492055,False
151,True,Masculino,17,6º ano,366.3,N7,73.1,6.8,False,False,False,False,False,False,Médio,Regular,Média,True,Média,False,1.9,True,Moderado,Boa,Parcial,Alta,Regular,0.26000588581518547,True
152,False,Masculino,13,5º ano,896.29,N2,79.6,4.6,False,True,False,False,False,False,Médio,Ruim,Baixa,False,Média,False,2.5,False,Baixo,Regular,Completa,Média,Boa,0.4755738669805769,False
153,True,Feminino,22,1ª série EM,1353.14,N1,88.9,8.0,False,False,False,False,False,True,Médio,Ruim,Baixa,True,Baixa,False,1.8,False,Alto,Regular,Parcial,Baixa,Boa,0.1372866391995291,False
154,False,Feminino,14,9º ano,1667.05,N3,52.7,5.1,False,False,False,False,False,True,Alto,Bom,Alta,False,Baixa,False,0.6,False,Alto,Regular,Insuficiente,Alta,Boa,0.4251030017657446,False
155,True,Feminino,21,3ª série EM,993.83,N6,69.1,7.4,False,False,False,False,False,False,Médio,Bom,Baixa,False,Alta,False,2.7,True,Moderado,Boa,Parcial,Alta,Boa,0.25117716303708065,False
156,True,Masculino,16,6º ano,610.52,N5,99.6,7.9,False,False,False,False,False,False,Alto,Bom,Alta,True,Média,False,3.9,False,Alto,Boa,Completa,Alta,Ruim,0.09446733372572103,False
157,False,Feminino,11,5º ano,439.99,N3,99.7,5.3,False,True,False,False,False,False,Alto,Regular,Baixa,False,Alta,False,1.6,False,Baixo,Regular,Insuficiente,Média,Boa,0.3559446733372572,False
158,False,Masculino,22,8º ano,948.97,N2,65.3,5.0,True,False,False,False,False,False,Médio,Ruim,Alta,True,Alta,False,1.0,True,Moderado,Boa,Parcial,Baixa,Regular,0.5210417892878163,True
159,True,Masculino,17,9º ano,576.17,N4,68.8,6.2,False,False,False,False,False,False,Médio,Regular,Média,False,Alta,False,1.7,False,Baixo,Regular,Completa,Alta,Ruim,0.305473808122425,True
160,True,Feminino,22,8º ano,650.71,N7,61.4,7.4,True,True,False,False,False,False,Alto,Ruim,Alta,True,Baixa,True,0.6,False,Moderado,Boa,Completa,Alta,Boa,0.5794585050029428,False
161,True,Masculino,18,7º ano,537.28,N6,53.7,2.1,False,False,False,False,False,False,Alto,Bom,Média,True,Alta,False,2.6,True,Alto,Boa,Parcial,Baixa,Regular,0.5531194820482637,True
162,True,Masculino,17,5º ano,604.14,N7,66.4,4.3,False,False,False,True,False,False,Alto,Regular,Alta,True,Alta,False,1.4,False,Alto,Regular,Insuficiente,Média,Ruim,0.39994114184814594,True
163,False,Feminino,17,6º ano,414.52,N2,68.9,8.2,False,False,False,False,False,False,Alto,Regular,Alta,False,Alta,True,1.0,False,Baixo,Boa,Completa,Alta,Regular,0.21674514420247204,False
164,True,Masculino,20,7º ano,998.41,N6,94.7,2.5,False,False,False,False,False,False,Alto,Regular,Baixa,False,Baixa,False,3.4,False,Baixo,Boa,Completa,Alta,Boa,0.3544732195409064,False
165,False,Masculino,16,1ª série EM,808.89,N1,61.5,7.5,True,False,False,False,False,False,Médio,Regular,Alta,False,Média,False,2.3,False,Moderado,Ruim,Parcial,Média,Ruim,0.4274573278399058,True
166,True,Masculino,18,3ª série EM,666.76,N3,76.2,5.7,False,False,False,False,False,False,Alto,Ruim,Alta,False,Alta,False,0.5,False,Moderado,Boa,Insuficiente,Alta,Boa,0.29487934078869926,False
167,False,Masculino,18,2ª série EM,399.49,N1,75.0,5.0,False,False,False,False,False,False,Médio,Bom,Alta,False,Média,False,1.6,False,Alto,Regular,Parcial,Média,Boa,0.33107710417892877,True
168,False,Feminino,21,5º ano,787.81,N4,89.1,9.6,False,False,False,False,False,False,Médio,Bom,Baixa,False,Média,False,2.5,False,Moderado,Regular,Parcial,Alta,Regular,0.06577398469688056,False
169,False,Feminino,15,1ª série EM,1248.19,N2,54.2,9.0,False,False,True,False,False,False,Médio,Regular,Alta,False,Alta,False,1.1,True,Baixo,Boa,Parcial,Média,Boa,0.246321365509123,True
170,True,Feminino,11,3ª série EM,764.56,N6,86.6,5.4,True,False,False,False,False,False,Alto,Bom,Média,False,Alta,False,2.1,False,Baixo,Ruim,Parcial,Média,Regular,0.40935844614479105,True
171,True,Feminino,19,7º ano,536.72,N4,63.4,8.0,False,True,False,True,False,False,Baixo,Bom,Média,False,Alta,True,1.9,False,Moderado,Boa,Completa,Alta,Ruim,0.39699823425544445,True
172,True,Masculino,12,3ª série EM,591.2,N3,79.7,9.0,False,False,False,False,False,False,Alto,Ruim,Média,False,Média,False,2.5,True,Moderado,Boa,Completa,Média,Ruim,0.1337551500882872,False
173,True,Feminino,18,6º ano,494.01,N7,74.2,6.6,False,False,False,True,False,False,Alto,Regular,Alta,False,Alta,False,1.2,False,Moderado,Ruim,Completa,Baixa,Boa,0.26397881106533255,False
174,True,Masculino,20,5º ano,370.46,N2,67.4,6.6,False,False,False,False,False,True,Alto,Bom,Média,False,Média,False,2.8,False,Moderado,Ruim,Insuficiente,Baixa,Boa,0.29399646851088873,False
175,False,Masculino,15,6º ano,742.49,N3,86.1,5.8,False,False,True,False,False,False,Alto,Regular,Alta,False,Alta,False,1.1,False,Moderado,Boa,Completa,Baixa,Regular,0.24676280164802827,False
176,False,Masculino,17,7º ano,815.13,N2,92.8,3.7,True,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,1.7,False,Moderado,Boa,Completa,Média,Boa,0.4570335491465568,True
177,False,Masculino,21,5º ano,963.46,N2,84.4,6.4,False,False,False,False,False,False,Alto,Bom,Baixa,False,Média,False,1.6,False,Moderado,Ruim,Parcial,Alta,Boa,0.227781047675103,False
178,False,Masculino,21,5º ano,659.48,N3,77.7,6.1,False,False,False,False,False,False,Médio,Ruim,Média,False,Média,True,1.1,False,Alto,Boa,Completa,Alta,Boa,0.2706003531489111,True
179,True,Masculino,16,9º ano,1038.36,N4,96.6,4.3,True,False,False,False,False,False,Médio,Regular,Média,False,Alta,False,2.8,True,Moderado,Boa,Completa,Alta,Regular,0.41377280753384343,True
180,False,Feminino,10,9º ano,537.71,N4,93.6,4.0,False,False,False,False,False,False,Alto,Ruim,Baixa,False,Alta,False,2.2,True,Moderado,Regular,Parcial,Média,Boa,0.2931135962330783,True
181,False,Feminino,21,8º ano,1232.66,N7,61.9,8.7,False,True,False,False,False,False,Baixo,Regular,Média,False,Média,False,2.8,False,Alto,Ruim,Completa,Alta,Boa,0.3727192466156563,True
182,True,Feminino,20,8º ano,1190.84,N2,77.9,6.9,False,False,False,False,False,False,Alto,Regular,Alta,False,Média,False,3.1,False,Moderado,Boa,Completa,Baixa,Boa,0.23440258975868153,True
183,False,Masculino,11,8º ano,765.63,N1,67.9,2.9,False,False,False,False,False,False,Alto,Bom,Baixa,False,Alta,False,1.4,False,Alto,Boa,Completa,Alta,Boa,0.45512065921130074,False
184,True,Masculino,13,6º ano,699.19,N4,98.8,4.5,False,True,False,False,False,False,Baixo,Regular,Baixa,False,Alta,True,1.9,False,Moderado,Ruim,Completa,Média,Boa,0.39523248969982355,False
185,False,Feminino,12,9º ano,1115.83,N1,52.6,4.0,False,False,False,False,False,False,Alto,Bom,Alta,True,Média,False,1.2,False,Alto,Ruim,Completa,Alta,Boa,0.474102413184226,True
186,True,Masculino,19,1ª série EM,335.22,N6,81.0,6.4,True,True,False,False,False,False,Alto,Bom,Média,True,Média,False,2.0,False,Moderado,Regular,Parcial,Alta,Regular,0.53708063566804,True
187,True,Feminino,18,2ª série EM,491.61,N7,87.1,8.6,True,False,False,False,False,False,Alto,Bom,Alta,False,Média,False,1.0,True,Baixo,Regular,Completa,Média,Boa,0.2658917010005886,False
188,False,Masculino,18,5º ano,832.1,N7,64.7,7.1,True,False,False,False,True,False,Médio,Bom,Média,False,Alta,False,3.5,False,Alto,Boa,Insuficiente,Alta,Boa,0.7252795762213068,True
189,True,Masculino,22,8º ano,855.93,N6,56.8,5.3,False,False,False,False,False,False,Alto,Bom,Baixa,False,Baixa,False,2.2,False,Moderado,Ruim,Completa,Média,Regular,0.3981753972925251,False
190,False,Feminino,15,8º ano,538.36,N2,77.8,4.9,False,False,False,False,False,False,Médio,Ruim,Alta,False,Alta,False,2.7,False,Moderado,Boa,Parcial,Média,Boa,0.32313125367863454,False
191,True,Masculino,20,5º ano,388.69,N4,70.9,7.5,False,False,False,False,False,False,Alto,Regular,Alta,True,Alta,False,1.8,False,Alto,Boa,Completa,Média,Ruim,0.23881695114773394,False
192,True,Masculino,20,3ª série EM,383.8,N4,73.0,3.0,True,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,1.5,True,Moderado,Boa,Completa,Alta,Boa,0.5753384343731607,True
193,False,Masculino,11,6º ano,796.46,N6,95.1,6.1,True,False,False,False,False,False,Alto,Bom,Média,True,Média,False,2.4,True,Moderado,Boa,Completa,Média,Regular,0.3409358446144791,False
194,False,Feminino,22,9º ano,421.36,N6,52.9,6.0,False,True,False,False,False,False,Médio,Ruim,Média,False,Alta,False,0.7,True,Alto,Regular,Completa,Alta,Boa,0.531636256621542,False
195,True,Masculino,11,2ª série EM,1177.24,N4,69.1,7.1,False,False,False,False,False,False,Médio,Ruim,Média,False,Baixa,True,1.5,True,Moderado,Boa,Parcial,Baixa,Regular,0.26442024720423785,True
196,False,Feminino,16,6º ano,732.17,N5,86.4,6.9,True,False,False,False,False,False,Alto,Bom,Média,True,Alta,False,1.3,False,Moderado,Ruim,Completa,Média,Boa,0.34402589758681573,True
197,False,Feminino,22,9º ano,1386.16,N6,97.9,8.0,False,False,False,False,True,False,Alto,Bom,Média,False,Alta,False,2.4,False,Moderado,Ruim,Completa,Alta,Boa,0.3918481459682166,True
198,False,Feminino,16,8º ano,1374.73,N7,68.3,5.2,False,True,False,True,False,False,Alto,Bom,Alta,False,Alta,False,3.3,False,Alto,Boa,Completa,Média,Regular,0.4989699823425544,True
199,False,Feminino,15,6º ano,344.51,N3,57.1,2.8,False,False,False,False,False,False,Alto,Bom,Alta,True,Média,False,1.9,True,Baixo,Regular,Completa,Média,Boa,0.5072101236021189,False
200,True,Masculino,20,5º ano,626.08,N5,93.8,4.7,False,False,False,False,False,False,Médio,Bom,Média,False,Alta,False,2.0,False,Moderado,Boa,Parcial,Média,Ruim,0.2613301942319011,False
201,False,Feminino,18,5º ano,895.89,N5,95.1,6.5,True,False,False,False,False,False,Alto,Bom,Baixa,True,Alta,False,2.9,False,Moderado,Boa,Completa,Baixa,Ruim,0.3232783990582696,False
202,False,Feminino,14,2ª série EM,421.48,N6,54.4,6.6,False,False,False,False,False,False,Alto,Ruim,Alta,False,Média,False,2.3,False,Alto,Boa,Completa,Alta,Ruim,0.35138316656856977,True
203,False,Masculino,11,3ª série EM,804.32,N2,69.7,3.9,True,False,False,False,False,True,Médio,Regular,Alta,False,Alta,False,3.8,False,Moderado,Boa,Completa,Alta,Ruim,0.5501765744555621,False
204,False,Feminino,18,3ª série EM,609.9,N6,54.9,8.0,False,False,False,False,False,False,Alto,Bom,Média,False,Média,False,2.4,False,Baixo,Ruim,Completa,Média,Boa,0.2873749264273102,False
205,True,Feminino,22,9º ano,875.26,N5,61.0,5.3,True,False,True,False,False,False,Alto,Regular,Alta,False,Alta,False,0.1,False,Baixo,Boa,Completa,Baixa,Boa,0.5267804590935845,False
206,False,Masculino,13,1ª série EM,528.5,N4,83.1,6.0,True,True,False,False,False,False,Alto,Regular,Média,False,Alta,False,1.9,False,Alto,Boa,Completa,Baixa,Ruim,0.5454679223072396,False
207,False,Masculino,16,5º ano,1038.86,N4,95.4,5.3,False,False,True,False,False,False,Alto,Bom,Média,True,Baixa,False,1.0,False,Moderado,Boa,Completa,Alta,Boa,0.227781047675103,False
208,True,Feminino,11,6º ano,824.4,N5,80.9,7.7,True,False,False,False,False,False,Alto,Bom,Alta,True,Alta,False,2.4,False,Moderado,Regular,Completa,Média,Regular,0.3329899941141848,True
209,True,Masculino,21,8º ano,350.87,N4,59.7,3.5,False,True,False,False,False,False,Médio,Bom,Alta,False,Média,False,3.1,False,Baixo,Regular,Completa,Alta,Boa,0.6119776339022954,False
210,True,Feminino,10,3ª série EM,283.37,N1,50.0,6.8,False,False,False,False,False,False,Alto,Ruim,Alta,False,Alta,False,2.7,False,Alto,Regular,Completa,Baixa,Ruim,0.3619776339022955,False
211,True,Feminino,17,7º ano,600.18,N5,60.5,5.8,False,True,False,True,False,False,Médio,Bom,Alta,False,Alta,False,2.3,False,Alto,Boa,Completa,Alta,Boa,0.5069158328428488,True
212,True,Feminino,16,3ª série EM,1305.89,N3,51.0,7.8,True,False,False,False,False,False,Baixo,Bom,Média,True,Baixa,False,2.5,False,Moderado,Boa,Completa,Alta,Boa,0.4605650382577987,True
213,True,Feminino,17,7º ano,668.77,N3,71.8,4.6,False,False,True,False,True,False,Alto,Regular,Baixa,False,Média,False,1.9,True,Alto,Boa,Completa,Baixa,Regular,0.6571512654502649,False
214,True,Feminino,20,9º ano,1218.85,N1,86.9,3.7,False,False,False,False,False,False,Médio,Bom,Média,False,Média,False,2.2,True,Alto,Boa,Completa,Baixa,Boa,0.3359329017068864,False
215,False,Feminino,12,3ª série EM,328.48,N7,72.7,5.1,False,True,False,False,False,False,Médio,Regular,Média,False,Alta,False,2.1,False,Moderado,Boa,Insuficiente,Alta,Boa,0.4839611536197763,True
216,True,Masculino,20,9º ano,466.89,N3,76.0,4.8,False,True,False,True,False,False,Baixo,Ruim,Baixa,False,Baixa,False,1.1,False,Baixo,Ruim,Parcial,Média,Boa,0.48263684520306055,False
217,True,Masculino,21,2ª série EM,846.77,N7,69.2,6.6,True,False,False,False,False,False,Baixo,Bom,Alta,False,Alta,False,2.4,False,Baixo,Boa,Parcial,Baixa,Ruim,0.4331959976456739,True
218,False,Feminino,14,7º ano,503.41,N6,90.7,7.4,False,True,False,True,False,False,Alto,Ruim,Alta,True,Baixa,False,3.0,False,Moderado,Ruim,Insuficiente,Alta,Boa,0.30297233666862855,False
219,True,Masculino,18,6º ano,456.09,N1,60.1,4.6,False,False,False,False,False,False,Alto,Regular,Alta,False,Alta,False,3.3,False,Alto,Boa,Completa,Baixa,Ruim,0.41450853443201885,False
220,False,Feminino,16,9º ano,716.23,N6,92.0,3.3,False,False,False,False,False,False,Alto,Bom,Média,True,Alta,False,1.8,False,Moderado,Boa,Completa,Baixa,Regular,0.33107710417892877,False
221,False,Feminino,17,9º ano,497.42,N6,97.7,5.5,False,False,False,False,False,False,Alto,Bom,Alta,False,Alta,True,4.2,False,Baixo,Boa,Parcial,Alta,Boa,0.20879929370217776,False
222,True,Feminino,18,6º ano,344.06,N7,82.8,1.8,False,False,False,False,False,False,Alto,Regular,Alta,True,Média,False,2.8,False,Alto,Boa,Completa,Alta,Boa,0.43790464979399646,False
223,False,Feminino,16,7º ano,3074.92,N6,54.9,7.2,False,False,False,False,False,False,Médio,Bom,Média,True,Alta,False,1.1,False,Moderado,Regular,Completa,Média,Regular,0.32268981753972925,False
224,True,Masculino,21,8º ano,530.74,N5,96.2,6.0,False,True,False,False,False,False,Médio,Ruim,Baixa,False,Alta,False,2.8,True,Alto,Boa,Parcial,Alta,Boa,0.3404944084755739,False
225,True,Masculino,13,9º ano,505.22,N2,70.2,6.7,False,False,False,False,False,False,Alto,Regular,Média,False,Alta,False,2.7,False,Alto,Ruim,Parcial,Alta,Ruim,0.2772218952324897,False
226,True,Feminino,12,1ª série EM,883.12,N7,92.9,5.8,False,False,False,False,False,False,Baixo,Bom,Baixa,False,Alta,False,2.4,True,Moderado,Boa,Parcial,Média,Regular,0.21674514420247204,False
227,False,Feminino,22,8º ano,758.89,N1,89.2,3.8,False,False,True,False,False,False,Alto,Regular,Média,False,Baixa,False,2.8,False,Alto,Regular,Completa,Alta,Ruim,0.32136550912301354,True
228,False,Feminino,10,9º ano,1248.23,N1,51.2,7.7,True,False,False,False,False,False,Baixo,Bom,Média,False,Média,False,2.0,True,Moderado,Boa,Insuficiente,Alta,Boa,0.46409652736904067,False
229,False,Feminino,13,6º ano,656.02,N6,73.9,10.2,False,False,False,False,False,False,Alto,Bom,Média,True,Baixa,False,3.0,False,Moderado,Boa,Completa,Média,Ruim,0.10638610947616245,False
230,True,Masculino,11,6º ano,583.36,N3,97.4,4.9,False,True,False,False,False,False,Alto,Regular,Alta,True,Média,False,1.5,False,Moderado,Boa,Completa,Média,Regular,0.3837551500882872,True
231,True,Outro,17,9º ano,418.18,N7,92.8,6.5,False,True,False,False,False,False,Alto,Bom,Alta,False,Alta,False,3.2,False,Moderado,Boa,Completa,Média,Regular,0.3334314302530901,True
232,False,Masculino,18,5º ano,526.06,N2,78.7,8.2,True,False,True,False,False,False,Alto,Bom,Média,True,Baixa,False,2.7,False,Baixo,Ruim,Parcial,Alta,Boa,0.3206297822248382,False
233,True,Masculino,18,8º ano,275.52,N5,71.7,8.7,False,False,False,False,False,False,Alto,Bom,Média,False,Baixa,False,1.3,False,Baixo,Boa,Parcial,Alta,Ruim,0.18231312536786348,True
234,False,Feminino,19,7º ano,954.69,N1,63.0,5.4,False,False,False,False,False,False,Médio,Bom,Alta,False,Baixa,False,3.7,True,Baixo,Regular,Completa,Média,Boa,0.36639199529134786,True
235,True,Feminino,14,1ª série EM,573.07,N3,95.9,5.4,False,False,False,False,False,False,Alto,Bom,Alta,False,Alta,False,2.6,False,Alto,Boa,Completa,Média,Ruim,0.22115950559152436,False
236,False,Masculino,21,2ª série EM,371.65,N2,94.2,6.6,False,False,False,False,False,False,Médio,Regular,Alta,False,Média,True,0.4,False,Alto,Boa,Completa,Média,Regular,0.17569158328428486,False
237,True,Feminino,19,5º ano,619.35,N3,65.5,7.3,True,False,False,False,False,False,Alto,Regular,Média,False,Baixa,False,1.6,True,Moderado,Boa,Parcial,Média,Boa,0.41862860506180105,False
