id_aluno,etapa_ensino,evasao,idade,sexo,estudante_nis,informou_nome_mae,informou_nome_pai,possui_deficiencia,raca_cor,tipo_localizacao_endereco_estudante,situacao_consolidada_no_ano,repetente,frequencia_escolar,notas_medias,nivel_socioeconomico,renda_familiar,distancia_da_escola_km,trabalha,problemas_de_saude,gravidez_na_adolescencia,necessita_assistencia_social,infraestrutura_escolar,evasao_confirmada
178,5° EF,False,8,Masculino,False,True,True,True,Branca,Urbana,Aprovado,False,85.4,5.3,Baixo,1448.9,3.2,True,False,False,False,Ruim,False
179,3° EM,False,19,Masculino,True,True,False,False,Preta,Rural,Aprovado,False,96.6,5.4,Médio,2063.99,0.2,False,False,False,False,Boa,False
180,2° EF,False,9,Masculino,False,True,True,False,Branca,Urbana,Reprovado,False,89.2,9.1,Muito alto,1151.82,0.9,False,False,False,False,Ruim,False
181,5° EF,False,17,Feminino,False,True,True,True,Branca,Urbana,Aprovado,False,90.6,5.2,Médio,1434.03,0.1,False,False,False,False,Ruim,False
182,2° EF,False,10,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,89.2,9.8,Alto,1773.24,0.4,True,False,False,False,Boa,False
183,2° EM,False,14,Masculino,False,True,False,False,Branca,Rural,Aprovado,False,96.6,9.3,Médio,2964.68,2.0,False,False,False,False,Boa,False
184,2° EM,False,8,Feminino,False,True,True,False,Branca,Urbana,Aprovado,True,73.9,5.7,Alto,1483.28,0.6,False,True,False,False,Regular,False
185,4° EF,False,14,Masculino,True,True,True,False,Parda,Urbana,Reprovado,False,74.2,6.3,Baixo,3087.92,1.0,False,False,False,False,Regular,False
186,8° EF,False,8,Masculino,True,True,True,False,Não declarada,Rural,Aprovado,False,92.3,9.2,Baixo,4697.24,0.3,False,False,False,False,Boa,False
187,1° EM,False,12,Masculino,False,True,True,False,Branca,Rural,Aprovado,False,93.7,8.8,Médio,3934.28,2.5,False,False,False,False,Regular,False
188,7° EF,False,8,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,86.5,3.1,Baixo,1184.55,0.8,False,False,False,True,Ruim,False
189,7° EF,False,13,Masculino,True,True,False,True,Preta,Urbana,Aprovado,False,84.7,9.7,Baixo,1057.45,2.9,False,False,False,True,Boa,False
190,3° EF,False,8,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,82.7,9.6,Muito baixo,3061.11,1.9,False,False,False,True,Regular,False
191,2° EF,False,19,Feminino,False,False,True,False,Branca,Urbana,Aprovado,False,81.5,4.6,Médio,1197.53,3.4,False,False,False,False,Ruim,False
192,2° EM,False,14,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,97.3,6.8,Alto,2947.02,1.6,False,False,False,True,Regular,False
193,2° EM,False,6,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,83.2,9.1,Baixo,887.63,2.9,False,False,False,False,Boa,False
194,8° EF,False,16,Feminino,False,True,True,False,Preta,Urbana,Reprovado,False,91.1,6.0,Baixo,1632.16,2.2,False,False,False,True,Boa,False
195,5° EF,False,13,Masculino,True,True,False,False,Branca,Urbana,Reprovado,False,94.2,6.0,Médio,2698.92,2.6,False,False,False,True,Ruim,False
196,5° EF,False,10,Feminino,False,True,True,False,Parda,Urbana,Reprovado,False,69.1,9.3,Médio,1174.19,2.9,False,False,False,False,Boa,False
197,9° EF,False,12,Masculino,True,True,False,False,Parda,Rural,Aprovado,False,71.0,9.8,Baixo,2305.11,2.2,True,False,False,True,Boa,False
198,2° EM,False,15,Feminino,True,True,False,False,Preta,Urbana,Aprovado,False,84.2,7.3,Muito alto,780.64,2.4,False,False,False,False,Boa,False
199,2° EM,False,8,Masculino,False,True,True,False,Branca,Rural,Reprovado,False,92.2,6.8,Baixo,1550.51,2.6,False,True,False,False,Regular,False
200,1° EM,False,12,Feminino,False,False,True,False,Parda,Urbana,Reprovado,False,82.3,9.5,Muito baixo,1583.51,0.4,False,False,True,True,Regular,False
201,8° EF,False,9,Feminino,True,False,True,False,Branca,Urbana,Aprovado,False,59.8,0.4,Médio,1048.58,2.4,False,False,False,False,Regular,False
202,2° EF,False,11,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,83.0,6.3,Médio,4750.5,2.8,False,False,False,True,Boa,False
203,2° EF,False,6,Masculino,False,False,True,False,Parda,Urbana,Reprovado,False,75.7,6.9,Baixo,1641.05,1.9,False,False,False,False,Ruim,False
204,2° EM,False,8,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,81.0,4.3,Baixo,1684.02,0.6,False,False,False,False,Ruim,False
205,8° EF,False,13,Masculino,True,False,True,False,Branca,Urbana,Reprovado,False,84.2,0.3,Baixo,2927.77,2.5,True,False,False,False,Boa,False
206,1° EF,False,16,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,77.6,9.8,Baixo,3096.48,0.6,True,False,False,False,Boa,False
207,2° EF,False,11,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,92.4,5.3,Alto,1493.33,0.3,False,False,False,True,Regular,False
208,8° EF,False,7,Feminino,True,True,False,False,Preta,Urbana,Aprovado,False,82.1,5.1,Alto,1359.61,3.2,False,True,False,True,Boa,False
209,1° EF,False,19,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,91.4,5.5,Baixo,2403.38,2.5,False,False,False,True,Ruim,False
210,2° EF,False,11,Feminino,False,True,False,False,Amarela,Rural,Reprovado,True,90.1,8.4,Médio,2275.22,1.2,False,True,False,False,Boa,False
211,7° EF,False,9,Masculino,True,True,True,False,Parda,Urbana,Evadido,False,96.9,4.1,Baixo,2601.37,2.4,True,False,False,True,Boa,False
212,9° EF,False,8,Feminino,True,True,False,False,Não declarada,Urbana,Aprovado,False,75.5,1.3,Baixo,1382.7,1.8,True,False,False,False,Boa,False
213,8° EF,False,9,Feminino,True,True,True,False,Parda,Urbana,Reprovado,False,80.9,8.2,Médio,2468.61,2.8,True,False,False,True,Ruim,False
214,3° EF,False,7,Feminino,True,True,False,False,Branca,Rural,Evadido,True,96.1,0.7,Alto,974.28,5.1,False,False,False,False,Boa,False
215,9° EF,False,7,Masculino,False,True,False,False,Parda,Urbana,Reprovado,False,95.0,1.5,Médio,776.28,1.1,False,True,False,False,Boa,False
216,3° EF,False,13,Feminino,False,True,False,False,Parda,Urbana,Evadido,False,80.1,9.7,Muito baixo,5153.32,1.6,False,False,False,True,Boa,False
217,4° EF,False,11,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,76.6,6.4,Baixo,2199.98,0.8,False,False,False,False,Regular,False
218,9° EF,False,13,Feminino,True,True,True,False,Parda,Urbana,Reprovado,False,95.8,9.0,Médio,4226.72,3.0,False,False,False,False,Boa,False
219,8° EF,False,8,Feminino,False,True,False,False,Branca,Rural,Aprovado,False,79.6,5.5,Alto,5090.48,1.8,False,False,False,True,Regular,False
220,2° EM,False,9,Masculino,True,True,True,False,Parda,Urbana,Evadido,False,96.2,7.4,Muito baixo,1331.94,1.8,False,False,False,False,Regular,False
221,8° EF,False,17,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,98.7,4.4,Médio,2606.14,1.6,False,False,False,True,Regular,False
222,7° EF,False,12,Masculino,False,True,True,True,Parda,Urbana,Aprovado,False,81.1,9.8,Médio,1517.36,1.4,True,False,False,False,Boa,False
223,2° EF,False,9,Feminino,False,True,True,False,Branca,Urbana,Em andamento,False,95.4,0.3,Baixo,1224.17,1.5,False,False,False,False,Regular,False
224,5° EF,False,12,Feminino,True,True,True,False,Preta,Urbana,Em andamento,False,86.3,8.6,Baixo,2653.11,1.6,True,False,False,False,Boa,False
225,4° EF,False,13,Masculino,False,True,True,False,Branca,Urbana,Reprovado,False,94.2,8.3,Alto,1496.65,2.8,False,False,False,False,Regular,False
226,3° EF,False,6,Masculino,True,False,True,False,Branca,Urbana,Aprovado,False,86.0,9.2,Médio,1655.59,2.9,False,False,False,False,Boa,False
227,3° EM,False,6,Feminino,False,True,False,False,Parda,Urbana,Aprovado,True,74.4,5.6,Baixo,909.88,2.2,False,False,False,False,Regular,False
228,5° EF,False,10,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,92.5,3.1,Muito baixo,2283.47,3.4,False,False,False,False,Boa,False
229,2° EM,False,16,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,78.6,0.4,Baixo,1878.5,2.6,False,False,False,False,Boa,False
230,8° EF,False,12,Feminino,True,True,True,False,Parda,Urbana,Aprovado,False,97.7,6.6,Médio,490.23,1.4,False,False,False,True,Regular,False
231,1° EM,False,11,Masculino,False,True,True,False,Branca,Rural,Reprovado,False,86.2,5.5,Baixo,1387.67,2.9,True,False,False,False,Regular,False
232,6° EF,False,8,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,75.2,5.6,Muito baixo,1402.39,2.9,False,False,False,False,Regular,False
233,7° EF,False,6,Feminino,True,True,False,False,Branca,Urbana,Reprovado,False,81.3,8.1,Alto,2983.35,2.2,False,False,False,False,Boa,False
234,6° EF,False,10,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,96.0,5.4,Médio,311.15,1.7,False,False,False,False,Boa,False
235,3° EF,False,18,Masculino,False,True,False,False,Branca,Rural,Aprovado,False,83.9,6.6,Médio,2021.64,0.7,False,False,False,False,Ruim,False
236,9° EF,False,10,Feminino,True,True,False,False,Branca,Urbana,Aprovado,False,95.8,0.3,Baixo,5239.24,1.5,True,False,False,False,Regular,False
237,4° EF,False,10,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,79.4,9.8,Alto,1370.5,0.1,False,False,False,False,Boa,False
238,1° EF,False,19,Feminino,False,True,True,False,Branca,Urbana,Reprovado,False,87.3,9.8,Médio,1760.04,1.6,False,False,False,True,Boa,False
239,8° EF,False,11,Feminino,True,True,False,False,Branca,Rural,Aprovado,False,96.4,4.1,Muito baixo,2279.88,2.0,False,True,False,False,Boa,False
240,3° EF,False,12,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,72.6,6.9,Baixo,942.55,3.1,False,False,False,False,Boa,False
241,3° EM,False,12,Masculino,False,True,True,False,Branca,Rural,Aprovado,False,83.4,3.8,Muito baixo,82.1,1.5,False,False,False,False,Boa,False
242,3° EM,False,12,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,97.2,6.1,Muito alto,3050.35,2.3,False,False,False,True,Boa,False
243,2° EM,False,7,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,90.0,9.2,Médio,2663.45,3.1,False,False,False,False,Ruim,False
244,5° EF,False,8,Masculino,True,True,False,False,Branca,Urbana,Aprovado,False,92.6,7.0,Baixo,3890.42,0.9,False,False,False,False,Boa,False
245,1° EF,False,15,Feminino,False,True,False,False,Indígena,Urbana,Reprovado,False,95.5,9.1,Baixo,8249.94,2.6,False,False,False,False,Boa,False
246,2° EM,False,10,Outro,True,True,True,False,Branca,Rural,Aprovado,False,88.5,7.1,Baixo,2312.74,0.3,False,False,False,True,Regular,False
247,6° EF,False,19,Masculino,False,True,False,False,Preta,Urbana,Reprovado,False,95.6,4.4,Médio,1161.04,1.0,False,True,False,True,Boa,False
248,3° EM,False,8,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,90.9,6.8,Muito alto,662.85,1.1,False,False,False,True,Regular,False
249,3° EM,False,7,Masculino,False,True,False,True,Parda,Urbana,Aprovado,False,91.9,5.2,Médio,6835.52,1.3,False,False,False,False,Boa,False
250,2° EM,False,12,Masculino,True,True,True,False,Parda,Urbana,Em andamento,False,78.7,6.4,Alto,1308.63,1.3,False,False,False,False,Regular,False
251,4° EF,False,9,Feminino,False,True,False,False,Branca,Urbana,Em andamento,False,98.1,9.0,Alto,2302.62,2.3,False,False,False,False,Boa,False
252,5° EF,False,7,Feminino,False,True,True,True,Branca,Urbana,Aprovado,False,94.4,6.0,Alto,1425.06,1.8,False,False,False,False,Boa,False
253,2° EM,False,18,Masculino,False,True,False,False,Parda,Urbana,Evadido,False,82.1,7.1,Médio,4490.17,1.0,False,False,False,False,Regular,False
254,4° EF,False,12,Masculino,False,True,True,False,Parda,Rural,Aprovado,False,89.7,5.2,Médio,2956.9,0.5,False,False,False,True,Ruim,False
255,3° EF,False,7,Masculino,False,True,False,False,Branca,Urbana,Aprovado,False,85.2,9.0,Baixo,1595.48,2.7,False,False,False,False,Regular,False
256,7° EF,False,9,Masculino,False,True,True,False,Parda,Urbana,Evadido,False,91.4,8.6,Alto,1320.08,3.0,False,False,False,False,Boa,False
257,3° EM,False,8,Feminino,True,True,False,False,Branca,Urbana,Aprovado,False,99.8,7.1,Médio,674.57,2.0,False,False,False,True,Boa,False
258,9° EF,False,12,Masculino,False,True,True,False,Branca,Rural,Aprovado,False,72.3,8.6,Médio,2370.45,0.8,True,False,False,True,Regular,False
259,7° EF,False,6,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,98.5,4.2,Baixo,2595.25,1.5,False,False,False,False,Boa,False
260,2° EF,False,11,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,74.5,6.8,Médio,602.46,1.3,False,False,False,False,Boa,False
261,8° EF,False,14,Masculino,False,False,True,False,Parda,Urbana,Aprovado,False,87.1,9.1,Baixo,11153.95,1.5,False,False,False,False,Regular,False
262,3° EM,False,7,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,87.6,9.0,Médio,4485.79,3.3,False,False,False,True,Regular,False
263,2° EF,False,6,Feminino,True,True,False,False,Parda,Urbana,Reprovado,False,82.5,9.3,Baixo,2802.0,2.7,True,False,False,True,Regular,False
264,7° EF,False,19,Feminino,False,True,False,False,Branca,Urbana,Reprovado,False,89.4,7.4,Alto,3196.5,2.8,False,False,False,False,Regular,False
265,2° EM,False,6,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,95.3,7.6,Baixo,1388.79,3.1,True,True,False,False,Regular,False
266,9° EF,False,13,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,83.2,8.5,Médio,3244.81,1.6,False,False,False,False,Boa,False
267,9° EF,False,19,Feminino,False,True,True,False,Branca,Urbana,Aprovado,True,74.4,5.9,Alto,3401.98,1.7,True,False,False,True,Boa,False
268,9° EF,False,13,Masculino,False,True,True,False,Preta,Urbana,Reprovado,False,90.8,0.9,Baixo,5036.29,2.1,False,False,False,True,Ruim,False
269,5° EF,False,11,Feminino,True,True,True,False,Parda,Urbana,Reprovado,True,93.4,3.4,Médio,4216.79,1.4,False,False,False,True,Boa,False
270,4° EF,False,6,Feminino,False,True,True,False,Parda,Rural,Aprovado,False,98.5,9.2,Médio,2412.61,1.4,True,False,False,True,Regular,False
271,1° EM,False,10,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,78.9,5.5,Baixo,1501.34,2.8,False,True,False,True,Regular,False
272,1° EM,False,9,Feminino,False,True,True,False,Preta,Urbana,Reprovado,False,97.0,1.6,Alto,1721.59,2.6,False,False,False,True,Boa,False
273,2° EM,False,9,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,87.6,7.8,Baixo,1187.82,0.1,False,False,False,False,Boa,False
274,2° EM,False,16,Masculino,False,True,True,False,Parda,Rural,Reprovado,False,81.5,1.4,Muito baixo,773.1,1.8,True,False,True,True,Regular,False
275,7° EF,False,14,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,98.8,8.1,Alto,319.77,3.2,False,False,False,True,Ruim,False
276,6° EF,False,14,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,81.6,5.9,Médio,2290.04,2.8,False,False,False,True,Ruim,False
277,1° EM,False,7,Feminino,True,False,False,False,Parda,Urbana,Aprovado,False,93.0,8.5,Alto,1676.1,2.1,False,True,False,True,Boa,False
278,8° EF,False,8,Masculino,True,True,False,False,Parda,Urbana,Reprovado,False,94.1,6.0,Médio,4909.98,3.5,False,False,False,True,Boa,False
279,9° EF,False,6,Masculino,False,True,True,False,Parda,Urbana,Aprovado,False,86.5,3.1,Baixo,5156.07,1.6,False,False,True,False,Regular,False
280,1° EM,False,15,Masculino,True,True,False,False,Branca,Urbana,Reprovado,False,92.0,8.0,Alto,3080.7,1.8,False,False,False,False,Boa,False
281,2° EM,False,17,Masculino,True,True,True,False,Parda,Urbana,Aprovado,False,89.5,6.0,Alto,3265.1,0.1,False,False,False,False,Boa,False
282,5° EF,False,11,Masculino,False,True,False,False,Preta,Urbana,Aprovado,False,80.1,8.5,Baixo,1320.76,2.0,False,False,False,True,Boa,False
283,5° EF,False,11,Masculino,False,False,True,False,Parda,Urbana,Aprovado,False,93.6,7.3,Médio,1502.36,3.9,False,False,False,False,Boa,False
284,2° EF,False,6,Feminino,True,True,True,False,Branca,Urbana,Aprovado,False,97.7,8.9,Alto,1585.79,2.0,False,False,False,True,Ruim,False
285,7° EF,False,6,Masculino,True,True,True,False,Parda,Urbana,Reprovado,False,87.8,1.4,Médio,1748.32,2.2,False,False,False,False,Ruim,False
286,1° EF,False,6,Feminino,False,True,True,True,Parda,Urbana,Aprovado,False,99.8,5.1,Médio,6579.94,1.8,False,True,False,False,Boa,False
287,6° EF,False,7,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,86.4,8.9,Médio,5202.12,2.5,False,False,False,False,Regular,False
288,7° EF,False,19,Feminino,False,True,False,False,Branca,Urbana,Aprovado,False,87.6,0.2,Médio,2127.31,1.3,False,False,False,False,Regular,False
289,4° EF,False,10,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,91.7,5.9,Alto,865.77,3.8,True,False,False,False,Regular,False
290,8° EF,False,11,Masculino,False,True,True,False,Branca,Rural,Reprovado,False,79.9,6.2,Alto,246.81,3.1,False,False,False,False,Boa,False
291,1° EF,False,9,Masculino,False,True,True,False,Parda,Urbana,Reprovado,False,97.0,10.0,Muito baixo,212.71,2.7,False,False,False,False,Regular,False
292,1° EF,False,17,Feminino,False,True,False,False,Parda,Urbana,Aprovado,True,94.5,8.5,Médio,5638.57,3.2,False,False,False,True,Regular,False
293,1° EM,False,11,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,96.2,5.6,Muito baixo,4700.52,2.0,False,False,True,False,Boa,False
294,5° EF,False,9,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,90.3,6.0,Baixo,2155.3,1.3,False,False,False,True,Ruim,False
295,2° EF,False,7,Feminino,True,True,True,False,Branca,Urbana,Reprovado,False,96.5,7.6,Baixo,1576.62,2.4,False,False,False,False,Ruim,False
296,7° EF,False,11,Masculino,False,True,True,False,Parda,Urbana,Reprovado,False,91.8,8.3,Muito baixo,1724.12,3.2,False,False,False,True,Boa,False
297,1° EM,False,8,Masculino,True,True,True,False,Indígena,Urbana,Aprovado,False,88.2,9.6,Baixo,3400.88,1.7,True,False,False,True,Boa,False
298,3° EF,False,12,Masculino,False,True,False,False,Parda,Urbana,Reprovado,False,97.9,7.4,Médio,4726.93,1.7,False,False,False,False,Ruim,False
299,8° EF,False,10,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,86.7,6.1,Baixo,2198.29,2.1,True,False,False,True,Boa,False
300,2° EF,False,19,Masculino,False,True,True,False,Branca,Urbana,Aprovado,False,88.0,8.9,Médio,1952.62,0.0,False,False,True,False,Regular,False
301,1° EF,False,8,Feminino,False,True,False,False,Parda,Urbana,Aprovado,False,79.3,5.6,Alto,2136.75,1.0,False,False,False,False,Boa,False
302,7° EF,False,15,Feminino,True,True,True,False,Indígena,Urbana,Aprovado,False,98.3,9.2,Muito baixo,1145.04,1.4,False,True,False,True,Boa,False
303,7° EF,False,16,Masculino,False,True,False,False,Parda,Urbana,Aprovado,False,81.1,3.3,Baixo,985.71,3.2,False,False,False,False,Ruim,False
304,8° EF,False,19,Feminino,False,True,True,False,Preta,Urbana,Aprovado,False,80.4,2.3,Muito baixo,1352.68,2.4,False,False,False,False,Ruim,False
305,9° EF,False,7,Masculino,True,True,False,False,Parda,Urbana,Aprovado,False,76.3,8.9,Médio,1600.02,1.0,False,False,False,False,Boa,False
306,3° EM,False,19,Masculino,False,False,True,False,Parda,Urbana,Aprovado,False,87.0,9.5,Médio,2173.82,2.3,False,False,False,False,Boa,False
307,7° EF,False,12,Feminino,False,True,False,True,Parda,Urbana,Aprovado,False,82.6,3.0,Médio,1164.08,2.1,False,False,False,False,Regular,False
308,4° EF,False,14,Feminino,True,True,False,False,Branca,Rural,Aprovado,False,93.1,8.7,Médio,187.52,1.5,False,False,False,False,Ruim,False
309,1° EM,False,9,Outro,True,True,True,False,Parda,Urbana,Aprovado,False,83.5,3.1,Médio,1379.1,1.4,False,False,False,False,Ruim,False
310,4° EF,False,8,Masculino,True,True,True,False,Branca,Urbana,Aprovado,False,92.7,3.4,Médio,1646.14,4.4,True,False,False,False,Boa,False
311,6° EF,False,11,Feminino,False,True,True,False,Branca,Urbana,Aprovado,False,80.3,5.8,Baixo,1293.37,0.2,False,False,False,True,Regular,False
312,1° EF,False,10,Masculino,False,True,True,False,Branca,Urbana,Reprovado,False,81.3,4.2,Muito baixo,1721.86,1.4,False,False,False,False,Boa,False
313,1° EF,False,17,Feminino,False,True,True,False,Parda,Urbana,Aprovado,False,94.6,6.8,Alto,1933.32,2.8,False,False,False,True,Ruim,False
314,3° EM,False,8,Masculino,True,True,False,False,Branca,Urbana,Aprovado,True,85.1,8.9,Alto,1033.92,1.1,False,False,False,True,Boa,False
